ID,from_node,to_node,distance,spend_tm
25355,23,56,37614,46
25356,23,57,41020,50
25357,23,58,27885,34
25358,23,59,6709,9
25359,23,60,41920,51
25360,23,61,32484,39
25361,23,62,46377,56
25362,23,63,20949,26
25363,23,64,41533,50
25364,23,65,47274,57
25365,23,66,13781,17
25366,23,67,49885,60
25367,23,68,68118,82
25368,23,69,67951,82
25369,23,70,55689,67
25370,23,71,12500,15
25371,23,72,32238,39
25372,23,73,25834,32
25373,23,74,19115,23
25374,23,75,36155,44
25375,23,76,36739,45
25376,23,77,55624,67
25377,23,78,13016,16
25378,23,79,64665,78
25379,23,80,63107,76
25380,23,81,27935,34
25381,23,82,39303,48
25382,23,83,27359,33
25383,23,84,61150,74
25384,23,85,31564,38
25385,23,86,24495,30
25386,23,87,58768,71
25387,23,88,12407,15
25388,23,89,42138,51
25389,23,90,34565,42
25390,23,91,6565,8
25391,23,92,46343,56
25392,23,93,33756,41
25393,23,94,48109,58
25394,23,95,57016,69
25395,23,96,37289,45
25396,23,97,34534,42
25397,23,98,28761,35
25398,23,99,21423,26
25399,23,100,48037,58
26400,24,0,32664,40
26401,24,1,35053,43
26402,24,2,17357,21
26403,24,3,33547,41
26404,24,4,23491,29
26405,24,5,19578,24
26406,24,6,16269,20
26407,24,7,16907,21
26408,24,8,23844,29
26409,24,9,15920,20
26410,24,10,19009,23
26411,24,11,14015,17
26412,24,12,49949,60
26413,24,13,39274,48
26414,24,14,38046,46
26415,24,15,23978,29
26416,24,16,34318,42
26417,24,17,21668,27
26418,24,18,8985,11
26419,24,19,43463,53
26420,24,20,48549,59
26421,24,21,31907,39
26422,24,22,21130,26
26423,24,23,53509,65
26424,24,25,36119,44
26425,24,26,41659,50
26426,24,27,12430,15
26427,24,28,10289,13
26428,24,29,18445,23
26429,24,30,33627,41
26430,24,31,40532,49
26431,24,32,17293,21
26432,24,33,26108,32
26433,24,34,20722,25
26434,24,35,44390,54
26435,24,36,32545,40
26436,24,37,35974,44
26437,24,38,21976,27
26438,24,39,47274,57
26439,24,40,15168,19
26440,24,41,24953,30
26441,24,42,48410,59
26442,24,43,28339,35
26443,24,44,52450,63
26444,24,45,18522,23
26445,24,46,21474,26
26446,24,47,45396,55
26447,24,48,42001,51
26448,24,49,28420,35
26449,24,50,43018,52
26450,24,51,47980,58
26451,24,52,27652,34
26452,24,53,54890,66
26453,24,54,22967,28
26454,24,55,21438,26
26455,24,56,45559,55
26456,24,57,31051,38
26457,24,58,29871,36
26458,24,59,52031,63
26459,24,60,17126,21
26460,24,61,33183,40
26461,24,62,36475,44
26462,24,63,36820,45
26463,24,64,19171,24
26464,24,65,40604,49
26465,24,66,53180,64
26466,24,67,39996,48
26467,24,68,18845,23
26468,24,69,18673,23
26469,24,70,34136,41
26470,24,71,53812,65
26471,24,72,25476,31
26472,24,73,59506,72
26473,24,74,38644,47
26474,24,75,26233,32
26475,24,76,23214,28
26476,24,77,45711,55
26477,24,78,55322,67
26478,24,79,20305,25
26479,24,80,14069,17
26480,24,81,29807,36
26481,24,82,18417,23
26482,24,83,34571,42
26483,24,84,19967,24
26484,24,85,26174,32
26485,24,86,33260,40
26486,24,87,18493,23
26487,24,88,55391,67
26488,24,89,19012,23
26489,24,90,23151,28
26490,24,91,54674,66
26491,24,92,29456,36
26492,24,93,23986,29
26493,24,94,25453,31
26494,24,95,20088,25
26495,24,96,25428,31
26496,24,97,23197,28
26497,24,98,28962,35
26498,24,99,36345,44
26499,24,100,23568,29
27500,25,0,38815,47
27501,25,1,28849,35
27502,25,2,22956,28
27503,25,3,27353,33
27504,25,4,29649,36
27505,25,5,51498,62
27506,25,6,24761,30
27507,25,7,24305,30
27508,25,8,30001,37
27509,25,9,33765,41
27510,25,10,21295,26
27511,25,11,26300,32
27512,25,12,43729,53
27513,25,13,33075,40
27514,25,14,41855,51
27515,25,15,55920,68
27516,25,16,26308,32
27517,25,17,34377,42
27518,25,18,31332,38
27519,25,19,37251,45
27520,25,20,23541,29
27521,25,21,34266,42
27522,25,22,53053,64
27523,25,23,21624,26
27524,25,24,36119,44
27525,25,26,35463,43
27526,25,27,27870,34
27527,25,28,30003,37
27528,25,29,21870,27
27529,25,30,10874,14
27530,25,31,8701,11
27531,25,32,23000,28
27532,25,33,14211,18
27533,25,34,52590,64
27534,25,35,13045,16
27535,25,36,21808,27
27536,25,37,42093,51
27537,25,38,44331,54
27538,25,39,41065,50
27539,25,40,25142,31
27540,25,41,15473,19
27541,25,42,16479,20
27542,25,43,27188,33
27543,25,44,26626,32
27544,25,45,21792,27
27545,25,46,18820,23
27546,25,47,24328,30
27547,25,48,35772,43
27548,25,49,16332,20
27549,25,50,36808,45
27550,25,51,41763,51
27551,25,52,21458,26
27552,25,53,22950,28
27553,25,54,32685,40
27554,25,55,35533,43
27555,25,56,21496,26
27556,25,57,37194,45
27557,25,58,21124,26
27558,25,59,20076,25
27559,25,60,24498,30
27560,25,61,16366,20
27561,25,62,30260,37
27562,25,63,24012,29
27563,25,64,25329,31
27564,25,65,31156,38
27565,25,66,29901,36
27566,25,67,33769,41
27567,25,68,50697,61
27568,25,69,50530,61
27569,25,70,38268,46
27570,25,71,28620,35
27571,25,72,15544,19
27572,25,73,27565,34
27573,25,74,14010,17
27574,25,75,20038,25
27575,25,76,19317,24
27576,25,77,39507,48
27577,25,78,29137,35
27578,25,79,47242,57
27579,25,80,45685,55
27580,25,81,10512,13
27581,25,82,21880,27
27582,25,83,11241,14
27583,25,84,43728,53
27584,25,85,14141,17
27585,25,86,16339,20
27586,25,87,41347,50
27587,25,88,28527,35
27588,25,89,24716,30
27589,25,90,17143,21
27590,25,91,22714,28
27591,25,92,35608,43
27592,25,93,16333,20
27593,25,94,31611,38
27594,25,95,39594,48
27595,25,96,19867,24
27596,25,97,17112,21
27597,25,98,12478,15
27598,25,99,23817,29
27599,25,100,30615,37
28600,26,0,70123,85
28601,26,1,16750,21
28602,26,2,46823,57
28603,26,3,27769,34
28604,26,4,60950,74
28605,26,5,53718,65
28606,26,6,29587,36
28607,26,7,54365,66
28608,26,8,61303,74
28609,26,9,53379,65
28610,26,10,37433,45
28611,26,11,45075,55
28612,26,12,12499,15
28613,26,13,26496,32
28614,26,14,73151,88
28615,26,15,58116,70
28616,26,16,13336,17
28617,26,17,59128,71
28618,26,18,43182,52
28619,26,19,16005,20
28620,26,20,16092,20
28621,26,21,36516,44
28622,26,22,55270,67
28623,26,23,51580,62
28624,26,24,41659,50
28625,26,25,35463,43
28626,26,27,43346,53
28627,26,28,39257,48
28628,26,29,49445,60
28629,26,30,42100,51
28630,26,31,39921,48
28631,26,32,32564,40
28632,26,33,44354,54
28633,26,34,54834,66
28634,26,35,26587,32
28635,26,36,53023,64
28636,26,37,73287,88
28637,26,38,59405,72
28638,26,39,9792,12
28639,26,40,48701,59
28640,26,41,46704,57
28641,26,42,32975,40
28642,26,43,58401,71
28643,26,44,57814,70
28644,26,45,48600,59
28645,26,46,29519,36
28646,26,47,55526,67
28647,26,48,29913,36
28648,26,49,23321,28
28649,26,50,13494,17
28650,26,51,15164,19
28651,26,52,18204,22
28652,26,53,33865,41
28653,26,54,60365,73
28654,26,55,37776,46
28655,26,56,18144,22
28656,26,57,68409,83
28657,26,58,52343,63
28658,26,59,49010,59
28659,26,60,28729,35
28660,26,61,23282,28
28661,26,62,24952,30
28662,26,63,55219,67
28663,26,64,56558,68
28664,26,65,8500,11
28665,26,66,61085,74
28666,26,67,30967,38
28667,26,68,52929,64
28668,26,69,52766,64
28669,26,70,40494,49
28670,26,71,59804,72
28671,26,72,24112,29
28672,26,73,29898,36
28673,26,74,45227,55
28674,26,75,19626,24
28675,26,76,22642,28
28676,26,77,8238,10
28677,26,78,60319,73
28678,26,79,57744,70
28679,26,80,51519,62
28680,26,81,40930,50
28681,26,82,35589,43
28682,26,83,28400,35
28683,26,84,57399,69
28684,26,85,41160,50
28685,26,86,47559,58
28686,26,87,43587,53
28687,26,88,59710,72
28688,26,89,26973,33
28689,26,90,27945,34
28690,26,91,49151,59
28691,26,92,66831,81
28692,26,93,46891,57
28693,26,94,62841,76
28694,26,95,57510,70
28695,26,96,22123,27
28696,26,97,39258,48
28697,26,98,27170,33
28698,26,99,55026,67
28699,26,100,32862,40
29700,27,0,30942,38
29701,27,1,36755,45
29702,27,2,9130,11
29703,27,3,35252,43
29704,27,4,21772,27
29705,27,5,27808,34
29706,27,6,17980,22
29707,27,7,15188,19
29708,27,8,22125,27
29709,27,9,14199,18
29710,27,10,10785,13
29711,27,11,5901,8
29712,27,12,51644,62
29713,27,13,40977,50
29714,27,14,33976,41
29715,27,15,32217,39
29716,27,16,34216,42
29717,27,17,19945,24
29718,27,18,7645,10
29719,27,19,45161,55
29720,27,20,40342,49
29721,27,21,33615,41
29722,27,22,29362,36
29723,27,23,45292,55
29724,27,24,12430,15
29725,27,25,27870,34
29726,27,26,43346,53
29727,27,28,8303,10
29728,27,29,10325,13
29729,27,30,25393,31
29730,27,31,32296,39
29731,27,32,14996,18
29732,27,33,17875,22
29733,27,34,28947,35
29734,27,35,36157,44
29735,27,36,24309,30
29736,27,37,34245,42
29737,27,38,20663,25
29738,27,39,48987,59
29739,27,40,9573,12
29740,27,41,16720,21
29741,27,42,40174,49
29742,27,43,20102,25
29743,27,44,44208,54
29744,27,45,10290,13
29745,27,46,18038,22
29746,27,47,37156,45
29747,27,48,43711,53
29748,27,49,24234,30
29749,27,50,44731,54
29750,27,51,49692,60
29751,27,52,29367,36
29752,27,53,46653,56
29753,27,54,21246,26
29754,27,55,23151,28
29755,27,56,37328,45
29756,27,57,29327,36
29757,27,58,21636,26
29758,27,59,43792,53
29759,27,60,18842,23
29760,27,61,24953,30
29761,27,62,38187,46
29762,27,63,28583,35
29763,27,64,17449,21
29764,27,65,39061,47
29765,27,66,44938,54
29766,27,67,41707,51
29767,27,68,27067,33
29768,27,69,26896,33
29769,27,70,35846,44
29770,27,71,45570,55
29771,27,72,23448,29
29772,27,73,51269,62
29773,27,74,30408,37
29774,27,75,27949,34
29775,27,76,24930,30
29776,27,77,47425,57
29777,27,78,47079,57
29778,27,79,23578,29
29779,27,80,22026,27
29780,27,81,21574,26
29781,27,82,11961,15
29782,27,83,26340,32
29783,27,84,20061,25
29784,27,85,17941,22
29785,27,86,25024,31
29786,27,87,20205,25
29787,27,88,47148,57
29788,27,89,20727,25
29789,27,90,19612,24
29790,27,91,46433,56
29791,27,92,27733,34
29792,27,93,15753,19
29793,27,94,23731,29
29794,27,95,18369,23
29795,27,96,27143,33
29796,27,97,14965,18
29797,27,98,20732,25
29798,27,99,28108,34
29799,27,100,25281,31
30800,28,0,35048,43
30801,28,1,32661,40
30802,28,2,11752,15
30803,28,3,31156,38
30804,28,4,25876,32
30805,28,5,25666,31
30806,28,6,13881,17
30807,28,7,19292,24
30808,28,8,26230,32
30809,28,9,18305,22
30810,28,10,12923,16
30811,28,11,10004,13
30812,28,12,47555,58
30813,28,13,36882,45
30814,28,14,38079,46
30815,28,15,30070,37
30816,28,16,30124,37
30817,28,17,24052,29
30818,28,18,8111,10
30819,28,19,41069,50
30820,28,20,42469,51
30821,28,21,29517,36
30822,28,22,27219,33
30823,28,23,47425,57
30824,28,24,10289,13
30825,28,25,30003,37
30826,28,26,39257,48
30827,28,27,8303,10
30828,28,29,14427,18
30829,28,30,27531,34
30830,28,31,34434,42
30831,28,32,11204,14
30832,28,33,20013,25
30833,28,34,26806,33
30834,28,35,38295,46
30835,28,36,26447,32
30836,28,37,38345,47
30837,28,38,24361,30
30838,28,39,44883,54
30839,28,40,13675,17
30840,28,41,18859,23
30841,28,42,42312,51
30842,28,43,23422,29
30843,28,44,46344,56
30844,28,45,13581,17
30845,28,46,15385,19
30846,28,47,39293,48
30847,28,48,39606,48
30848,28,49,22331,27
30849,28,50,40627,49
30850,28,51,45588,55
30851,28,52,25264,31
30852,28,53,48791,59
30853,28,54,25347,31
30854,28,55,19047,23
30855,28,56,39467,48
30856,28,57,33427,41
30857,28,58,23774,29
30858,28,59,45929,56
30859,28,60,14739,18
30860,28,61,27092,33
30861,28,62,34083,41
30862,28,63,30720,37
30863,28,64,21550,26
30864,28,65,34958,42
30865,28,66,47074,57
30866,28,67,37602,46
30867,28,68,24925,30
30868,28,69,24754,30
30869,28,70,31741,39
30870,28,71,47706,58
30871,28,72,19388,24
30872,28,73,53406,65
30873,28,74,32545,40
30874,28,75,23846,29
30875,28,76,20827,25
30876,28,77,43322,52
30877,28,78,49215,60
30878,28,79,22691,28
30879,28,80,19886,24
30880,28,81,23713,29
30881,28,82,12328,15
30882,28,83,28479,35
30883,28,84,22352,27
30884,28,85,20080,25
30885,28,86,27162,33
30886,28,87,16101,20
30887,28,88,49284,60
30888,28,89,16624,20
30889,28,90,17062,21
30890,28,91,48570,59
30891,28,92,31834,39
30892,28,93,17891,22
30893,28,94,27832,34
30894,28,95,22471,27
30895,28,96,23040,28
30896,28,97,17105,21
30897,28,98,22872,28
30898,28,99,30245,37
30899,28,100,21177,26
31900,29,0,24811,30
31901,29,1,42861,52
31902,29,2,6876,9
31903,29,3,41364,50
31904,29,4,15643,19
31905,29,5,33824,41
31906,29,6,24098,29
31907,29,7,9060,11
31908,29,8,15996,20
31909,29,9,16090,20
31910,29,10,16256,20
31911,29,11,8626,11
31912,29,12,57743,70
31913,29,13,47086,57
31914,29,14,27849,34
31915,29,15,38243,46
31916,29,16,40321,49
31917,29,17,16701,21
31918,29,18,13658,17
31919,29,19,51264,62
31920,29,20,37555,46
31921,29,21,39731,48
31922,29,22,35379,43
31923,29,23,39293,48
31924,29,24,18445,23
31925,29,25,21870,27
31926,29,26,49445,60
31927,29,27,10325,13
31928,29,28,14427,18
31929,29,30,19381,24
31930,29,31,26285,32
31931,29,32,21121,26
31932,29,33,11863,15
31933,29,34,34959,42
31934,29,35,30145,37
31935,29,36,18297,22
31936,29,37,28121,34
31937,29,38,26675,33
31938,29,39,55112,67
31939,29,40,7477,9
31940,29,41,10708,13
31941,29,42,34163,41
31942,29,43,14090,17
31943,29,44,38197,46
31944,29,45,5047,7
31945,29,46,24163,29
31946,29,47,31144,38
31947,29,48,49836,60
31948,29,49,30359,37
31949,29,50,50856,62
31950,29,51,55817,67
31951,29,52,35492,43
31952,29,53,40641,49
31953,29,54,15121,19
31954,29,55,29276,36
31955,29,56,35510,43
31956,29,57,23202,28
31957,29,58,15624,19
31958,29,59,37780,46
31959,29,60,24967,30
31960,29,61,30388,37
31961,29,62,44312,54
31962,29,63,22571,28
31963,29,64,11324,14
31964,29,65,45186,55
31965,29,66,38926,47
31966,29,67,47832,58
31967,29,68,33079,40
31968,29,69,32908,40
31969,29,70,41971,51
31970,29,71,39558,48
31971,29,72,29573,36
31972,29,73,45257,55
31973,29,74,24396,30
31974,29,75,34074,41
31975,29,76,31055,38
31976,29,77,53550,65
31977,29,78,41068,50
31978,29,79,29590,36
31979,29,80,28038,34
31980,29,81,15562,19
31981,29,82,18086,22
31982,29,83,25256,31
31983,29,84,26073,32
31984,29,85,12487,15
31985,29,86,19012,23
31986,29,87,26330,32
31987,29,88,41136,50
31988,29,89,26852,33
31989,29,90,25737,31
31990,29,91,40422,49
31991,29,92,21608,26
31992,29,93,9741,12
31993,29,94,17606,22
31994,29,95,21934,27
31995,29,96,33268,40
31996,29,97,14399,18
31997,29,98,26500,32
31998,29,99,22096,27
31999,29,100,31406,38
33000,30,0,32135,39
33001,30,1,35521,43
33002,30,2,20463,25
33003,30,3,34026,41
33004,30,4,22970,28
33005,30,5,49007,59
33006,30,6,22265,27
33007,30,7,21813,27
33008,30,8,23322,28
33009,30,9,31274,38
33010,30,10,18800,23
33011,30,11,23807,29
33012,30,12,50397,61
33013,30,13,39747,48
33014,30,14,35177,43
33015,30,15,53432,65
33016,30,16,32979,40
33017,30,17,31887,39
33018,30,18,28840,35
33019,30,19,43921,53
33020,30,20,30210,37
33021,30,21,32397,39
33022,30,22,50562,61
33023,30,23,24121,29
33024,30,24,33627,41
33025,30,25,10874,14
33026,30,26,42100,51
33027,30,27,25393,31
33028,30,28,27531,34
33029,30,29,19381,24
33030,30,31,11101,14
33031,30,32,20510,25
33032,30,33,11715,15
33033,30,34,50106,61
33034,30,35,19720,24
33035,30,36,15138,19
33036,30,37,35428,43
33037,30,38,41840,51
33038,30,39,47752,58
33039,30,40,22648,28
33040,30,41,12870,16
33041,30,42,18978,23
33042,30,43,20518,25
33043,30,44,22991,28
33044,30,45,19298,24
33045,30,46,16816,21
33046,30,47,17662,22
33047,30,48,42464,51
33048,30,49,23013,28
33049,30,50,43495,53
33050,30,51,48451,59
33051,30,52,28141,34
33052,30,53,25451,31
33053,30,54,30190,37
33054,30,55,33050,40
33055,30,56,28173,34
33056,30,57,30523,37
33057,30,58,14453,18
33058,30,59,22581,28
33059,30,60,22010,27
33060,30,61,23045,28
33061,30,62,36948,45
33062,30,63,17343,21
33063,30,64,21613,26
33064,30,65,37837,46
33065,30,66,23717,29
33066,30,67,40460,49
33067,30,68,48217,58
33068,30,69,48049,58
33069,30,70,35789,43
33070,30,71,24350,30
33071,30,72,22225,27
33072,30,73,30066,37
33073,30,74,9209,12
33074,30,75,26721,33
33075,30,76,23703,29
33076,30,77,46192,56
33077,30,78,25858,32
33078,30,79,44752,54
33079,30,80,43197,52
33080,30,81,8016,10
33081,30,82,19390,24
33082,30,83,17918,22
33083,30,84,41237,50
33084,30,85,11646,14
33085,30,86,9667,12
33086,30,87,38865,47
33087,30,88,25927,32
33088,30,89,22228,27
33089,30,90,18390,23
33090,30,91,25220,31
33091,30,92,28935,35
33092,30,93,13837,17
33093,30,94,28189,34
33094,30,95,37102,45
33095,30,96,25914,32
33096,30,97,14618,18
33097,30,98,19157,23
33098,30,99,17149,21
33099,30,100,28131,34
34100,31,0,34301,42
34101,31,1,33345,41
34102,31,2,27366,33
34103,31,3,31853,39
34104,31,4,25137,31
34105,31,5,55912,68
34106,31,6,29166,35
34107,31,7,28718,35
34108,31,8,25489,31
34109,31,9,38180,46
34110,31,10,25702,31
34111,31,11,30710,37
34112,31,12,48219,58
34113,31,13,37572,46
34114,31,14,37344,45
34115,31,15,60341,73
34116,31,16,30802,37
34117,31,17,38794,47
34118,31,18,35744,43
34119,31,19,41744,51
34120,31,20,28032,34
34121,31,21,38670,47
34122,31,22,57467,69
34123,31,23,17223,21
34124,31,24,40532,49
34125,31,25,8701,11
34126,31,26,39921,48
34127,31,27,32296,39
34128,31,28,34434,42
34129,31,29,26285,32
34130,31,30,11101,14
34131,31,32,27401,33
34132,31,33,18612,23
34133,31,34,56991,69
34134,31,35,17545,22
34135,31,36,17308,21
34136,31,37,37593,46
34137,31,38,48733,59
34138,31,39,45565,55
34139,31,40,29543,36
34140,31,41,19768,24
34141,31,42,12078,15
34142,31,43,22688,28
34143,31,44,22126,27
34144,31,45,26194,32
34145,31,46,23222,28
34146,31,47,19828,24
34147,31,48,40273,49
34148,31,49,20832,25
34149,31,50,41309,50
34150,31,51,46263,56
34151,31,52,25958,32
34152,31,53,18549,23
34153,31,54,37086,45
34154,31,55,39934,48
34155,31,56,25996,32
34156,31,57,32694,40
34157,31,58,16624,20
34158,31,59,15675,19
34159,31,60,28899,35
34160,31,61,20866,26
34161,31,62,34760,42
34162,31,63,19511,24
34163,31,64,28511,35
34164,31,65,35656,43
34165,31,66,25401,31
34166,31,67,38269,46
34167,31,68,55099,67
34168,31,69,54932,66
34169,31,70,42669,52
34170,31,71,24120,29
34171,31,72,20044,25
34172,31,73,23163,28
34173,31,74,9510,12
34174,31,75,24538,30
34175,31,76,23718,29
34176,31,77,44007,53
34177,31,78,24637,30
34178,31,79,51644,62
34179,31,80,50086,61
34180,31,81,14913,18
34181,31,82,26282,32
34182,31,83,15741,19
34183,31,84,48129,58
34184,31,85,18542,23
34185,31,86,11839,15
34186,31,87,45748,55
34187,31,88,24027,29
34188,31,89,29117,35
34189,31,90,21545,26
34190,31,91,18313,22
34191,31,92,33321,40
34192,31,93,20734,25
34193,31,94,35087,43
34194,31,95,43995,53
34195,31,96,24269,30
34196,31,97,21513,26
34197,31,98,16978,21
34198,31,99,19317,24
34199,31,100,35017,43
35200,32,0,41741,51
35201,32,1,25968,32
35202,32,2,18444,23
35203,32,3,24463,30
35204,32,4,32569,40
35205,32,5,32670,40
35206,32,6,7188,9
35207,32,7,25985,32
35208,32,8,32922,40
35209,32,9,24997,30
35210,32,10,9058,11
35211,32,11,16696,21
35212,32,12,40862,50
35213,32,13,30190,37
35214,32,14,44772,54
35215,32,15,37074,45
35216,32,16,23431,29
35217,32,17,30744,37
35218,32,18,14803,18
35219,32,19,34376,42
35220,32,20,35466,43
35221,32,21,22825,28
35222,32,22,34223,42
35223,32,23,40422,49
35224,32,24,17293,21
35225,32,25,23000,28
35226,32,26,32564,40
35227,32,27,14996,18
35228,32,28,11204,14
35229,32,29,21121,26
35230,32,30,20510,25
35231,32,31,27401,33
35232,32,33,16025,20
35233,32,34,33800,41
35234,32,35,31282,38
35235,32,36,24718,30
35236,32,37,45013,55
35237,32,38,31051,38
35238,32,39,38183,46
35239,32,40,20361,25
35240,32,41,18376,23
35241,32,42,35295,43
35242,32,43,30098,37
35243,32,44,39314,48
35244,32,45,20265,25
35245,32,46,8381,11
35246,32,47,32267,39
35247,32,48,32899,40
35248,32,49,15327,19
35249,32,50,33927,41
35250,32,51,38884,47
35251,32,52,18569,23
35252,32,53,41770,51
35253,32,54,32031,39
35254,32,55,16744,21
35255,32,56,32457,39
35256,32,57,40104,49
35257,32,58,24033,29
35258,32,59,38902,47
35259,32,60,8044,10
35260,32,61,20086,25
35261,32,62,27380,33
35262,32,63,26925,33
35263,32,64,28232,34
35264,32,65,28265,34
35265,32,66,40041,49
35266,32,67,30895,38
35267,32,68,31914,39
35268,32,69,31745,39
35269,32,70,25032,31
35270,32,71,40674,49
35271,32,72,12653,16
35272,32,73,46385,56
35273,32,74,25527,31
35274,32,75,17150,21
35275,32,76,14132,17
35276,32,77,36623,44
35277,32,78,42182,51
35278,32,79,29383,36
35279,32,80,26887,33
35280,32,81,16700,21
35281,32,82,7233,9
35282,32,83,21470,26
35283,32,84,29042,35
35284,32,85,13069,16
35285,32,86,20145,25
35286,32,87,22560,28
35287,32,88,42251,51
35288,32,89,9928,12
35289,32,90,10058,13
35290,32,91,41542,50
35291,32,92,38514,47
35292,32,93,18563,23
35293,32,94,34515,42
35294,32,95,29160,35
35295,32,96,16343,20
35296,32,97,10916,14
35297,32,98,15866,20
35298,32,99,26730,33
35299,32,100,14477,18
36300,33,0,29895,36
36301,33,1,37772,46
36302,33,2,12945,16
36303,33,3,36276,44
36304,33,4,20728,25
36305,33,5,41487,50
36306,33,6,19012,23
36307,33,7,14293,18
36308,33,8,21081,26
36309,33,9,23753,29
36310,33,10,11284,14
36311,33,11,16288,20
36312,33,12,52652,64
36313,33,13,41997,51
36314,33,14,32934,40
36315,33,15,45908,56
36316,33,16,35231,43
36317,33,17,24365,30
36318,33,18,21321,26
36319,33,19,46174,56
36320,33,20,32465,39
36321,33,21,34644,42
36322,33,22,43042,52
36323,33,23,31634,38
36324,33,24,26108,32
36325,33,25,14211,18
36326,33,26,44354,54
36327,33,27,17875,22
36328,33,28,20013,25
36329,33,29,11863,15
36330,33,30,11715,15
36331,33,31,18612,23
36332,33,32,16025,20
36333,33,34,42604,52
36334,33,35,22482,27
36335,33,36,12895,16
36336,33,37,33192,40
36337,33,38,34330,42
36338,33,39,50011,61
36339,33,40,15136,19
36340,33,41,6552,8
36341,33,42,26496,32
36342,33,43,18275,22
36343,33,44,30518,37
36344,33,45,11784,15
36345,33,46,19070,23
36346,33,47,23469,29
36347,33,48,44728,54
36348,33,49,25266,31
36349,33,50,45755,55
36350,33,51,50713,61
36351,33,52,30396,37
36352,33,53,32972,40
36353,33,54,22676,28
36354,33,55,25548,31
36355,33,56,30422,37
36356,33,57,28281,34
36357,33,58,12209,15
36358,33,59,30105,37
36359,33,60,19871,24
36360,33,61,25297,31
36361,33,62,39209,48
36362,33,63,15103,19
36363,33,64,16408,20
36364,33,65,40091,49
36365,33,66,31245,38
36366,33,67,42724,52
36367,33,68,40720,49
36368,33,69,40550,49
36369,33,70,36862,45
36370,33,71,31878,39
36371,33,72,24479,30
36372,33,73,37587,46
36373,33,74,16728,21
36374,33,75,28977,35
36375,33,76,25959,32
36376,33,77,48451,59
36377,33,78,33387,41
36378,33,79,37244,45
36379,33,80,35690,43
36380,33,81,7900,10
36381,33,82,12994,16
36382,33,83,20168,25
36383,33,84,33728,41
36384,33,85,7400,9
36385,33,86,11346,14
36386,33,87,31364,38
36387,33,88,33456,41
36388,33,89,21755,27
36389,33,90,20644,25
36390,33,91,32745,40
36391,33,92,26690,33
36392,33,93,6738,9
36393,33,94,22690,28
36394,33,95,29591,36
36395,33,96,28171,34
36396,33,97,9311,12
36397,33,98,21409,26
36398,33,99,14908,18
36399,33,100,26305,32
37400,34,0,39349,48
37401,34,1,42292,51
37402,34,2,33875,41
37403,34,3,34619,42
37404,34,4,37620,46
37405,34,5,18151,22
37406,34,6,32049,39
37407,34,7,32538,40
37408,34,8,37431,45
37409,34,9,23089,28
37410,34,10,35521,43
37411,34,11,30533,37
37412,34,12,51038,62
37413,34,13,40350,49
37414,34,14,54566,66
37415,34,15,10932,14
37416,34,16,50810,61
37417,34,17,22485,27
37418,34,18,25505,31
37419,34,19,44546,54
37420,34,20,65035,79
37421,34,21,32974,40
37422,34,22,16839,21
37423,34,23,70011,85
37424,34,24,20722,25
37425,34,25,52590,64
37426,34,26,54834,66
37427,34,27,28947,35
37428,34,28,26806,33
37429,34,29,34959,42
37430,34,30,50106,61
37431,34,31,56991,69
37432,34,32,33800,41
37433,34,33,42604,52
37434,34,35,60935,74
37435,34,36,49099,59
37436,34,37,47452,57
37437,34,38,20939,26
37438,34,39,50426,61
37439,34,40,31709,39
37440,34,41,41499,50
37441,34,42,64961,78
37442,34,43,44893,54
37443,34,44,69018,83
37444,34,45,35065,43
37445,34,46,38007,46
37446,34,47,61958,75
37447,34,48,43061,52
37448,34,49,44954,54
37449,34,50,45545,55
37450,34,51,49035,59
37451,34,52,42497,51
37452,34,53,71446,86
37453,34,54,24174,30
37454,34,55,22491,27
37455,34,56,62100,75
37456,34,57,33294,40
37457,34,58,46423,56
37458,34,59,68594,83
37459,34,60,32318,39
37460,34,61,49719,60
37461,34,62,37529,46
37462,34,63,53378,65
37463,34,64,32758,40
37464,34,65,57137,69
37465,34,66,69750,84
37466,34,67,41056,50
37467,34,68,18197,22
37468,34,69,14565,18
37469,34,70,35198,43
37470,34,71,70382,85
37471,34,72,42009,51
37472,34,73,76061,92
37473,34,74,55196,67
37474,34,75,39629,48
37475,34,76,37498,45
37476,34,77,52505,64
37477,34,78,71893,87
37478,34,79,19265,24
37479,34,80,13026,16
37480,34,81,46352,56
37481,34,82,34953,42
37482,34,83,51112,62
37483,34,84,18929,23
37484,34,85,42717,52
37485,34,86,49810,60
37486,34,87,19547,24
37487,34,88,71961,87
37488,34,89,32096,39
37489,34,90,39685,48
37490,34,91,71238,86
37491,34,92,28432,35
37492,34,93,40531,49
37493,34,94,26181,32
37494,34,95,19052,23
37495,34,96,36942,45
37496,34,97,39737,48
37497,34,98,45499,55
37498,34,99,52902,64
37499,34,100,26177,32
38500,35,0,47661,58
38501,35,1,22750,28
38502,35,2,31227,38
38503,35,3,33781,41
38504,35,4,38494,47
38505,35,5,59769,72
38506,35,6,33032,40
38507,35,7,32575,40
38508,35,8,38847,47
38509,35,9,42036,51
38510,35,10,29566,36
38511,35,11,34570,42
38512,35,12,34885,42
38513,35,13,32501,40
38514,35,14,50700,61
38515,35,15,64190,78
38516,35,16,17464,21
38517,35,17,42648,52
38518,35,18,39603,48
38519,35,19,28406,35
